website,name,location,distance,score,reviews,type,type2,day,price
https://www.booking.com/hotel/de/westfalia.en-gb.html?label=gog235jc-1FCAEoggI46AdIM1gDaDuIAQGYAQm4AQfIAQzYAQHoAQH4AQyIAgGoAgO4AtG_6bAGwAIB0gIkMDQ0Njc0OGYtZGQ4OS00OTYyLWI5YTQtZTg0YzY3YTllNzAy2AIG4AIB&sid=b69adacc145c65665d7ace9a2f315147&aid=397594&ucfs=1&arphpl=1&checkin=2024-06-01&checkout=2024-06-02&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=58714b5237a700e9&srepoch=1713005011&all_sr_blocks=29547406_114079882_1_2_0&highlighted_blocks=29547406_114079882_1_2_0&matching_block_id=29547406_114079882_1_2_0&sr_pri_blocks=29547406_114079882_1_2_0__9129&from_sustainable_property_sr=1&from=searchresults&map=1,Hotel Westfalia,"Neustadt, Bremen",0.9 km from centre,7.7,913 reviews,Comfort Double Room,Beds: 1 double or 2 singles,"1 night, 1 adult",€ 91
https://www.booking.com/hotel/de/bestpostwesternzur.en-gb.html?label=gog235jc-1FCAEoggI46AdIM1gDaDuIAQGYAQm4AQfIAQzYAQHoAQH4AQyIAgGoAgO4AtG_6bAGwAIB0gIkMDQ0Njc0OGYtZGQ4OS00OTYyLWI5YTQtZTg0YzY3YTllNzAy2AIG4AIB&sid=b69adacc145c65665d7ace9a2f315147&aid=397594&ucfs=1&arphpl=1&checkin=2024-06-01&checkout=2024-06-02&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=58714b5237a700e9&srepoch=1713005011&all_sr_blocks=6159417_94107733_1_1_0&highlighted_blocks=6159417_94107733_1_1_0&matching_block_id=6159417_94107733_1_1_0&sr_pri_blocks=6159417_94107733_1_1_0__12800&from_sustainable_property_sr=1&from=searchresults&map=1,Best Western Hotel zur Post,"Mitte, Bremen",0.8 km from centre,7.8,"4,517 reviews",Business Single Room,1 single bed,"1 night, 1 adult",€ 128
https://www.booking.com/hotel/de/heldt.en-gb.html?label=gog235jc-1FCAEoggI46AdIM1gDaDuIAQGYAQm4AQfIAQzYAQHoAQH4AQyIAgGoAgO4AtG_6bAGwAIB0gIkMDQ0Njc0OGYtZGQ4OS00OTYyLWI5YTQtZTg0YzY3YTllNzAy2AIG4AIB&sid=b69adacc145c65665d7ace9a2f315147&aid=397594&ucfs=1&arphpl=1&checkin=2024-06-01&checkout=2024-06-02&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=58714b5237a700e9&srepoch=1713005011&all_sr_blocks=7167201_298924485_1_2_0&highlighted_blocks=7167201_298924485_1_2_0&matching_block_id=7167201_298924485_1_2_0&sr_pri_blocks=7167201_298924485_1_2_0__7616&from_sustainable_property_sr=1&from=searchresults&map=1,Hotel Heldt,"Schwachhausen, Bremen",3.7 km from centre,7.2,965 reviews,Single Room,1 single bed,"1 night, 1 adult",€ 76
https://www.booking.com/hotel/de/cityapartment12-bei-hauptbahnhof.en-gb.html?label=gog235jc-1FCAEoggI46AdIM1gDaDuIAQGYAQm4AQfIAQzYAQHoAQH4AQyIAgGoAgO4AtG_6bAGwAIB0gIkMDQ0Njc0OGYtZGQ4OS00OTYyLWI5YTQtZTg0YzY3YTllNzAy2AIG4AIB&sid=b69adacc145c65665d7ace9a2f315147&aid=397594&ucfs=1&arphpl=1&checkin=2024-06-01&checkout=2024-06-02&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=58714b5237a700e9&srepoch=1713005011&all_sr_blocks=1163297101_389008389_1_0_0&highlighted_blocks=1163297101_389008389_1_0_0&matching_block_id=1163297101_389008389_1_0_0&sr_pri_blocks=1163297101_389008389_1_0_0__4320&from=searchresults&map=1,Cityapartment12 bei Hauptbahnhof,"Mitte, Bremen",0.7 km from centre,3,3 reviews,Double Room with Shared Bathroom,"4 beds (2 singles, 2 bunk beds)","1 night, 1 adult",€ 43
https://www.booking.com/hotel/de/atlantic-vegesack-bremen.en-gb.html?label=gog235jc-1FCAEoggI46AdIM1gDaDuIAQGYAQm4AQfIAQzYAQHoAQH4AQyIAgGoAgO4AtG_6bAGwAIB0gIkMDQ0Njc0OGYtZGQ4OS00OTYyLWI5YTQtZTg0YzY3YTllNzAy2AIG4AIB&sid=b69adacc145c65665d7ace9a2f315147&aid=397594&ucfs=1&arphpl=1&checkin=2024-06-01&checkout=2024-06-02&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=58714b5237a700e9&srepoch=1713005011&all_sr_blocks=6707109_357612367_1_1_0&highlighted_blocks=6707109_357612367_1_1_0&matching_block_id=6707109_357612367_1_1_0&sr_pri_blocks=6707109_357612367_1_1_0__12208&from_sustainable_property_sr=1&from=searchresults&map=1,Atlantic Hotel Airport,"Neustadt, Bremen",2.9 km from centre,8.6,"2,484 reviews",Business Double Room,1 large double bed,"1 night, 1 adult",€ 122
https://www.booking.com/hotel/de/bremen-airport.en-gb.html?label=gog235jc-1FCAEoggI46AdIM1gDaDuIAQGYAQm4AQfIAQzYAQHoAQH4AQyIAgGoAgO4AtG_6bAGwAIB0gIkMDQ0Njc0OGYtZGQ4OS00OTYyLWI5YTQtZTg0YzY3YTllNzAy2AIG4AIB&sid=b69adacc145c65665d7ace9a2f315147&aid=397594&ucfs=1&arphpl=1&checkin=2024-06-01&checkout=2024-06-02&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=58714b5237a700e9&srepoch=1713005011&all_sr_blocks=4980916_376233868_2_1_8&highlighted_blocks=4980916_376233868_2_1_8&matching_block_id=4980916_376233868_2_1_8&sr_pri_blocks=4980916_376233868_2_1_8__9728&from_sustainable_property_sr=1&from=searchresults&map=1,"Holiday Inn Express Bremen Airport, an IHG Hotel","Neustadt, Bremen",3 km from centre,8.1,"3,875 reviews",Standard  Room,Beds: 1 double or 2 singles,"1 night, 1 adult",€ 97
https://www.booking.com/hotel/de/atlantic-grand-bremen.en-gb.html?label=gog235jc-1FCAEoggI46AdIM1gDaDuIAQGYAQm4AQfIAQzYAQHoAQH4AQyIAgGoAgO4AtG_6bAGwAIB0gIkMDQ0Njc0OGYtZGQ4OS00OTYyLWI5YTQtZTg0YzY3YTllNzAy2AIG4AIB&sid=b69adacc145c65665d7ace9a2f315147&aid=397594&ucfs=1&arphpl=1&checkin=2024-06-01&checkout=2024-06-02&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=58714b5237a700e9&srepoch=1713005011&all_sr_blocks=23884602_216455325_1_2_0&highlighted_blocks=23884602_216455325_1_2_0&matching_block_id=23884602_216455325_1_2_0&sr_pri_blocks=23884602_216455325_1_2_0__20700&from_sustainable_property_sr=1&from=searchresults&map=1,Atlantic Grand Hotel Bremen,"Mitte, Bremen",200 m from centre,8.7,"1,451 reviews",Comfort Double Room,1 double bed,"1 night, 1 adult",€ 207
https://www.booking.com/hotel/de/appartment-bremen.en-gb.html?label=gog235jc-1FCAEoggI46AdIM1gDaDuIAQGYAQm4AQfIAQzYAQHoAQH4AQyIAgGoAgO4AtG_6bAGwAIB0gIkMDQ0Njc0OGYtZGQ4OS00OTYyLWI5YTQtZTg0YzY3YTllNzAy2AIG4AIB&sid=b69adacc145c65665d7ace9a2f315147&aid=397594&ucfs=1&arphpl=1&checkin=2024-06-01&checkout=2024-06-02&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=58714b5237a700e9&srepoch=1713005011&all_sr_blocks=283058505_371742630_1_0_0&highlighted_blocks=283058505_371742630_1_0_0&matching_block_id=283058505_371742630_1_0_0&sr_pri_blocks=283058505_371742630_1_0_0__2800&from=searchresults&map=1,Rana's Zimmervermittlung 2,"Hemelingen, Bremen",5.4 km from centre,6,260 reviews,Standard Double Room,2 single beds,"1 night, 1 adult",€ 28
https://www.booking.com/hotel/de/steigenberger-bremen.en-gb.html?label=gog235jc-1FCAEoggI46AdIM1gDaDuIAQGYAQm4AQfIAQzYAQHoAQH4AQyIAgGoAgO4AtG_6bAGwAIB0gIkMDQ0Njc0OGYtZGQ4OS00OTYyLWI5YTQtZTg0YzY3YTllNzAy2AIG4AIB&sid=b69adacc145c65665d7ace9a2f315147&aid=397594&ucfs=1&arphpl=1&checkin=2024-06-01&checkout=2024-06-02&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=58714b5237a700e9&srepoch=1713005011&all_sr_blocks=55482002_382688093_2_2_0&highlighted_blocks=55482002_382688093_2_2_0&matching_block_id=55482002_382688093_2_2_0&sr_pri_blocks=55482002_382688093_2_2_0__19125&from_sustainable_property_sr=1&from=searchresults&map=1,Steigenberger Hotel Bremen,"Walle, Bremen",1.4 km from centre,8.5,"3,892 reviews",Deluxe Double Room,1 large double bed,"1 night, 1 adult",€ 191
https://www.booking.com/hotel/de/domizil-hostel.en-gb.html?label=gog235jc-1FCAEoggI46AdIM1gDaDuIAQGYAQm4AQfIAQzYAQHoAQH4AQyIAgGoAgO4AtG_6bAGwAIB0gIkMDQ0Njc0OGYtZGQ4OS00OTYyLWI5YTQtZTg0YzY3YTllNzAy2AIG4AIB&sid=b69adacc145c65665d7ace9a2f315147&aid=397594&ucfs=1&arphpl=1&checkin=2024-06-01&checkout=2024-06-02&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=58714b5237a700e9&srepoch=1713005011&all_sr_blocks=714919305_351062503_2_0_0&highlighted_blocks=714919305_351062503_2_0_0&matching_block_id=714919305_351062503_2_0_0&sr_pri_blocks=714919305_351062503_2_0_0__9500&from=searchresults&map=1,Domizil,"Schwachhausen, Bremen",1.8 km from centre,7.3,"1,309 reviews",Deluxe Double Room with Shower,1 large double bed,"1 night, 1 adult",€ 95
